property,licensedPropertyID,optionSourceID,character,characterID,brandPropertyID
"Avengers","709","1007","Banner, Bruce ( Avengers )","518035993","518033981"
"Avengers","709","1007","Barnes, Bucky ( Avengers )","518035994","518033981"
"Avengers","709","1007","Baron Blood ( Avengers )","1159152493","518033981"
"Avengers","709","1007","Batroc the Leaper ( Avengers )","518035995","518033981"
"Avengers","709","1007","Black Knight ( Avengers )","1159151419","518033981"
"Avengers","709","1007","Black Panther ( Avengers )","518035996","518033981"
"Avengers","709","1007","Black Widow ( Avengers )","518033983","518033981"
"Avengers","709","1007","Blade ( Avengers )","1159151422","518033981"
"Avengers","709","1007","Captain America ( Avengers )","518033984","518033981"
"Avengers","709","1007","Captain America (Sam Wilson) ( Avengers )","1159152494","518033981"
"Avengers","709","1007","Captain Marvel ( Avengers )","518035997","518033981"
"Avengers","709","1007","Chitauri ( Avengers )","518035265","518033981"
"Avengers","709","1007","Chloe ( Avengers )","1159151425","518033981"
"Avengers","709","1007","Controller ( Avengers ) Do Not Use","1159365630","518033981"
"Avengers","709","1007","Coulson, Phil ( Avengers )","518035998","518033981"
"Avengers","709","1007","Crossbones ( Avengers )","518035999","518033981"
"Avengers","709","1007","Danvers, Carol ( Avengers )","1159152495","518033981"
"Avengers","709","1007","Doctor Druid ( Avengers )","1159151423","518033981"
"Avengers","709","1007","Dora Milaje ( Avengers )","1159152496","518033981"
"Avengers","709","1007","Dr. Doom ( Avengers )","518036000","518033981"
"Avengers","709","1007","Dr. Strange ( Avengers )","1159151989","518033981"
"Avengers","709","1007","Drax ( Avengers )","1159371677","518033981"
"Avengers","709","1007","Falcon ( Avengers )","518035266","518033981"
"Avengers","709","1007","Frost Giants ( Avengers )","518036001","518033981"
"Avengers","709","1007","Gamora ( Avengers )","1159371676","518033981"
"Avengers","709","1007","General Family Character (Avengers) ( Avengers )","518033991","518033981"
"Avengers","709","1007","Ghost Rider (Robbie Reyes) ( Avengers )","1159151417","518033981"
"Avengers","709","1007","Giant Man ( Avengers )","518035990","518033981"
"Avengers","709","1007","Goliath ( Avengers )","1159151416","518033981"
"Avengers","709","1007","Groot ( Avengers )","1159371679","518033981"
"Avengers","709","1007","Hawkeye ( Avengers )","518033985","518033981"
"Avengers","709","1007","Hela ( Avengers )","1159152497","518033981"
"Avengers","709","1007","Helicarrier ( Avengers )","518036002","518033981"
"Avengers","709","1007","Hercules ( Avengers )","518036003","518033981"
"Avengers","709","1007","Hill, Maria ( Avengers )","518036004","518033981"
"Avengers","709","1007","Hulk ( Avengers )","518033986","518033981"
"Avengers","709","1007","Hulkbuster ( Avengers )","1159151432","518033981"
"Avengers","709","1007","Hulkbuster Armor Iron Man ( Avengers )","518035541","518033981"
"Avengers","709","1007","Hydra ( Avengers )","518035267","518033981"
"Avengers","709","1007","Hydra Logo ( Avengers )","518036005","518033981"
"Avengers","709","1007","Hyperion ( Avengers )","518036006","518033981"
"Avengers","709","1007","Infinity Gauntlet ( Avengers )","1159088240","518033981"
"Avengers","709","1007","Iron Man ( Avengers )","518033987","518033981"
"Avengers","709","1007","Iron Patriot ( Avengers )","518036007","518033981"
"Avengers","709","1007","Jarvis ( Avengers )","518036008","518033981"
"Avengers","709","1007","Kang ( Avengers )","518036009","518033981"
"Avengers","709","1007","Killmonger, Erik ( Avengers )","1159152498","518033981"
"Avengers","709","1007","Leader ( Avengers )","518036010","518033981"
"Avengers","709","1007","Loki ( Avengers )","518035268","518033981"
"Avengers","709","1007","M.O.D.O.K ( Avengers )","518036011","518033981"
"Avengers","709","1007","Makoto ( Avengers )","1159151424","518033981"
"Avengers","709","1007","Malekith ( Avengers )","518036012","518033981"
"Avengers","709","1007","Marvel Future Avengers Logo ( Avengers )","1159151431","518033981"
"Avengers","709","1007","Marvel Logo ( Avengers )","1159151990","518033981"
"Avengers","709","1007","Mech Strike Spider-Man ( Avengers )","1159152500","518033981"
"Avengers","709","1007","Mockingbird ( Avengers )","1159151412","518033981"
"Avengers","709","1007","Moon Knight ( Avengers )","1159151420","518033981"
"Avengers","709","1007","Nebula ( Avengers )","518036013","518033981"
"Avengers","709","1007","Nick Fury ( Avengers )","518033988","518033981"
"Avengers","709","1007","Nighthawk ( Avengers )","518036014","518033981"
"Avengers","709","1007","Okoye ( Avengers )","1159152504","518033981"
"Avengers","709","1007","Power Princess Zarda ( Avengers )","518036015","518033981"
"Avengers","709","1007","Pym, Hank ( Avengers )","1159151415","518033981"
"Avengers","709","1007","Quake ( Avengers )","1159152505","518033981"
"Avengers","709","1007","Quicksilver ( Avengers )","518036016","518033981"
"Avengers","709","1007","Quinjet ( Avengers )","518035269","518033981"
"Avengers","709","1007","Rambeau, Monica ( Avengers )","1159151418","518033981"
"Avengers","709","1007","Red Hulk ( Avengers )","518036017","518033981"
"Avengers","709","1007","Red She-Hulk ( Avengers )","1159074776","518033981"
"Avengers","709","1007","Red Skull ( Avengers )","518035270","518033981"
"Avengers","709","1007","Redwing ( Avengers )","1159152506","518033981"
"Avengers","709","1007","Rocket Raccoon ( Avengers )","1159371681","518033981"
"Avengers","709","1007","Rogers, Steve ( Avengers )","1159152501","518033981"
"Avengers","709","1007","S.H.I.E.L.D. ( Avengers )","518033989","518033981"
"Avengers","709","1007","Scarlet Witch ( Avengers )","518036018","518033981"
"Avengers","709","1007","She-Hulk ( Avengers )","1159074777","518033981"
"Avengers","709","1007","Shuri ( Avengers )","1159152502","518033981"
"Avengers","709","1007","Skrull Soldier ( Avengers )","1159152507","518033981"
"Avengers","709","1007","Songbird ( Avengers )","1159088241","518033981"
"Avengers","709","1007","Spider Woman ( Avengers )","1159152508","518033981"
"Avengers","709","1007","Star-Lord ( Avengers )","1159371678","518033981"
"Avengers","709","1007","Stark Industries ( Avengers )","1159152509","518033981"
"Avengers","709","1007","Stark, Tony ( Avengers )","518036019","518033981"
"Avengers","709","1007","Super Adaptoid ( Avengers )","518035271","518033981"
"Avengers","709","1007","T`Challa ( Avengers )","1159152503","518033981"
"Avengers","709","1007","Task Master ( Avengers )","518036020","518033981"
"Avengers","709","1007","Thanos ( Avengers )","518036021","518033981"
"Avengers","709","1007","Thor ( Avengers )","518033990","518033981"
"Avengers","709","1007","Tigra ( Avengers )","1159152510","518033981"
"Avengers","709","1007","Ultron ( Avengers )","518035771","518033981"
"Avengers","709","1007","Venom ( Avengers )","1159371675","518033981"
"Avengers","709","1007","Veranke ( Avengers )","1159152511","518033981"
"Avengers","709","1007","Vision ( Avengers )","518036022","518033981"
"Avengers","709","1007","Voorhees, Klaus ( Avengers )","1159088242","518033981"
"Avengers","709","1007","War Machine ( Avengers )","518036023","518033981"
"Avengers","709","1007","Wasp ( Avengers )","518036024","518033981"
"Avengers","709","1007","Whiplash ( Avengers )","518035272","518033981"
"Avengers","709","1007","Winter Soldier ( Avengers )","518036025","518033981"
"Avengers","709","1007","Wonder Man ( Avengers )","518036026","518033981"
"Avengers","709","1007","Wrecker ( Avengers )","518036027","518033981"
"Avengers","709","1007","Yellowjacket ( Avengers )","1159146429","518033981"
"Avengers Animation","644","1007","Ant-Man ( Avengers Animation )","518032977","518032684"
"Avengers Animation","644","1007","Avengers Animation","518032685","518032684"
"Avengers Animation","644","1007","Avengers Logo ( Avengers Animation )","518032978","518032684"
"Avengers Animation","644","1007","Baron Zemo ( Avengers Animation )","518032979","518032684"
"Avengers Animation","644","1007","Black Panther ( Avengers Animation )","518032980","518032684"
"Avengers Animation","644","1007","Black Widow ( Avengers Animation )","518032981","518032684"
"Avengers Animation","644","1007","Captain America ( Avengers Animation )","518032982","518032684"
"Avengers Animation","644","1007","Fury, Nick ( Avengers Animation )","518032983","518032684"
"Avengers Animation","644","1007","General Family Character (Avengers) ( Avengers Animation )","518032984","518032684"
"Avengers Animation","644","1007","Hawkeye ( Avengers Animation )","518032985","518032684"
"Avengers Animation","644","1007","Hulk ( Avengers Animation )","518032986","518032684"
"Avengers Animation","644","1007","Iron Man ( Avengers Animation )","518032987","518032684"
"Avengers Animation","644","1007","Thor ( Avengers Animation )","518032988","518032684"
"Avengers Animation","644","1007","Wasp ( Avengers Animation )","518032989","518032684"
"Avengers Movie - No Likeness","618","1007","Avengers Logo ( Avengers Movie ) - DO NOT USE","518032990","518032627"
"Avengers Movie - No Likeness","618","1007","Avengers Movie (General) ( Avengers Movie )","1159152487","518032627"
"Avengers Movie - No Likeness","618","1007","Avengers Movie - No Likeness","518032628","518032627"
"Avengers Movie - No Likeness","618","1007","Banner, Bruce ( Avengers Movie )","1159152478","518032627"
"Avengers Movie - No Likeness","618","1007","Black Widow ( Avengers Movie )","518033970","518032627"
"Avengers Movie - No Likeness","618","1007","Captain America ( Avengers Movie )","518033971","518032627"
"Avengers Movie - No Likeness","618","1007","Chitauri ( Avengers Movie )","1159152479","518032627"
"Avengers Movie - No Likeness","618","1007","Coulson, Phil ( Avengers Movie )","518034059","518032627"
"Avengers Movie - No Likeness","618","1007","General Family Character (Avengers) ( Avengers Movie )","518032991","518032627"
"Avengers Movie - No Likeness","618","1007","Hawkeye ( Avengers Movie )","518033972","518032627"
"Avengers Movie - No Likeness","618","1007","Hill, Maria ( Avengers Movie )","518034058","518032627"
"Avengers Movie - No Likeness","618","1007","Hulk ( Avengers Movie )","518033973","518032627"
"Avengers Movie - No Likeness","618","1007","Hydra ( Avengers Movie )","1159152480","518032627"
"Avengers Movie - No Likeness","618","1007","Iron Man ( Avengers Movie ) - DO NOT USE","518033974","518032627"
"Avengers Movie - No Likeness","618","1007","Jarvis ( Avengers Movie )","1159152481","518032627"
"Avengers Movie - No Likeness","618","1007","Loki ( Avengers Movie ) - DO NOT USE","518034060","518032627"
"Avengers Movie - No Likeness","618","1007","Nick Fury ( Avengers Movie )","518033975","518032627"
"Avengers Movie - No Likeness","618","1007","Potts, Patricia Pepper ( Avengers Movie )","1159152482","518032627"
"Avengers Movie - No Likeness","618","1007","Rogers, Steve ( Avengers Movie )","1159152483","518032627"
"Avengers Movie - No Likeness","618","1007","S.H.I.E.L.D. ( Avengers Movie )","518033976","518032627"
"Avengers Movie - No Likeness","618","1007","Selvig, Doctor Erik ( Avengers Movie )","1159152484","518032627"
"Avengers Movie - No Likeness","618","1007","Stark, Tony ( Avengers Movie )","1159152485","518032627"
"Avengers Movie - No Likeness","618","1007","Thor ( Avengers Movie )","518033977","518032627"
"Avengers Movie - With Likeness","739","1007","Avengers Logo ( Avengers Movie ) - DO NOT USE","518032990","518032627"
"Avengers Movie - With Likeness","739","1007","Avengers Movie - With Likeness","518032629","518032627"
"Avengers Movie - With Likeness","739","1007","Black Widow ( Avengers Movie )","518033970","518032627"
"Avengers Movie - With Likeness","739","1007","Captain America ( Avengers Movie )","518033971","518032627"
"Avengers Movie - With Likeness","739","1007","Chris Hemsworth ( Avengers Movie ) - With Likeness","1159372343","518032627"
"Avengers Movie - With Likeness","739","1007","Coulson, Phil ( Avengers Movie )","518034059","518032627"
"Avengers Movie - With Likeness","739","1007","General Family Character (Avengers) ( Avengers Movie )","518032991","518032627"
"Avengers Movie - With Likeness","739","1007","Hawkeye ( Avengers Movie )","518033972","518032627"
"Avengers Movie - With Likeness","739","1007","Hill, Maria ( Avengers Movie )","518034058","518032627"
"Avengers Movie - With Likeness","739","1007","Hulk ( Avengers Movie )","518033973","518032627"
"Avengers Movie - With Likeness","739","1007","Iron Man ( Avengers Movie ) - DO NOT USE","518033974","518032627"
"Avengers Movie - With Likeness","739","1007","Loki ( Avengers Movie ) - DO NOT USE","518034060","518032627"
"Avengers Movie - With Likeness","739","1007","Nick Fury ( Avengers Movie )","518033975","518032627"
"Avengers Movie - With Likeness","739","1007","Robert Downey Jr - Iron Man ( Avengers Movie ) - With Likeness","1159372344","518032627"
"Avengers Movie - With Likeness","739","1007","Robert Downey Jr - Stark, Tony ( Avengers Movie ) - With Likeness","1159372345","518032627"
"Avengers Movie - With Likeness","739","1007","S.H.I.E.L.D. ( Avengers Movie )","518033976","518032627"
"Avengers Movie - With Likeness","739","1007","Samuel L. Jackson ( Avengers Movie ) - With Likeness","1159372346","518032627"
"Avengers Movie - With Likeness","739","1007","Scarlett Johansson ( Avengers Movie ) - With Likeness","1159372347","518032627"
"Avengers Movie - With Likeness","739","1007","Thor ( Avengers Movie )","518033977","518032627"
"Avengers Movie - With Likeness","739","1007","Tom Hiddleston ( Avengers Movie ) - With Likeness","1159372348","518032627"
"Avengers Movie 2 - No Likeness","819","1007","Avengers Logo ( Avengers Movie 2 )","518035186","518034274"
"Avengers Movie 2 - No Likeness","819","1007","Avengers Movie 2 (General) ( Avengers Movie 2 )","518035187","518034274"
"Avengers Movie 2 - No Likeness","819","1007","Avengers Movie 2 - No Likeness","518034276","518034274"
"Avengers Movie 2 - No Likeness","819","1007","Avengers Movie 2 Logo ( Avengers Movie 2 ) - DO NOT USE","518035188","518034274"
"Avengers Movie 2 - No Likeness","819","1007","Banner, Bruce ( Avengers Movie 2 )","518035275","518034274"
"Avengers Movie 2 - No Likeness","819","1007","Baron Strucker ( Avengers Movie 2 )","518035280","518034274"
"Avengers Movie 2 - No Likeness","819","1007","Black Widow ( Avengers Movie 2 ) - DO NOT USE","518035173","518034274"
"Avengers Movie 2 - No Likeness","819","1007","Captain America ( Avengers Movie 2 ) - DO NOT USE","518035172","518034274"
"Avengers Movie 2 - No Likeness","819","1007","Cho, Dr. Helen ( Avengers Movie 2 )","518035276","518034274"
"Avengers Movie 2 - No Likeness","819","1007","Dr. List ( Avengers Movie 2 )","518035274","518034274"
"Avengers Movie 2 - No Likeness","819","1007","Falcon ( Avengers Movie 2 )","518035281","518034274"
"Avengers Movie 2 - No Likeness","819","1007","General Family Character (Avengers) ( Avengers Movie 2 ) - DO NOT USE","518034277","518034274"
"Avengers Movie 2 - No Likeness","819","1007","Hawkeye ( Avengers Movie 2 )","518035171","518034274"
"Avengers Movie 2 - No Likeness","819","1007","Hill, Maria ( Avengers Movie 2 )","518035170","518034274"
"Avengers Movie 2 - No Likeness","819","1007","Hulk ( Avengers Movie 2 )","518035169","518034274"
"Avengers Movie 2 - No Likeness","819","1007","Hulkbuster Armor Iron Man ( Avengers Movie 2 ) - DO NOT USE","518035189","518034274"
"Avengers Movie 2 - No Likeness","819","1007","Hydra ( Avengers Movie 2 )","518035279","518034274"
"Avengers Movie 2 - No Likeness","819","1007","Iron Legion ( Avengers Movie 2 )","518035768","518034274"
